rating,review,review_length,word_count
4.0,"Neither of 'em can really sing. The middle sags like hell and is in desperate need of a showstopper that doesn't arrive. But dammit, it still plays like gangbusters--and, as you've probably heard, the final 20 minutes, well, they have the range. editing to add my piece at The Atlantic on the film's uncommon understanding of the strengths, and drawbacks, of nostalgia",368,62
4.5,Ryan Gosling ❌ Ryan Dancesling ✅ Ryan Jazzling ✅,48,9
5.0,"an unusual choice to kick off a month of watching horror movies i know but i figured out what the scariest thing ever, of all time is: a world where this movie doesn't exist",173,34
5.0,this really is the most beautiful film ever made and if you don’t agree i’m sorry for you,89,18
5.0,"Novamente terminei esse filme em prantos, os últimos minutos dele é pura depressão. É muito o meu trauma cinematográfico, que não consigo deixar de amar. 🥺💔",156,26
5.0,"they got what they wanted, but lost what they had.",50,10
5.0,Rewatched this while I packed to move to LA next week so it hit a little harder than normal. This movie is just so magical and Emma Stone and Ryan Gosling are two of the most charismatic working actors.,202,39
5.0,great representation for girls who steal their boyfriend’s music taste (me),75,11
5.0,"A celebration of colors contrasted by breathtaking monochromatic backdrops, damien chazelle reminds the increasingly minimalistic world of motion pictures what movies are essentially about -- motion , then invites us to tap our feet, spin around like we're in a silent movie and dance along to the gradual build-up of trombones, via fluid, energetic camerawork and precise choreography. I can not give this any less than a perfect rating, I am a slave to this film and its music.",479,79
5.0,Ever since I saw this at TIFF back in September I've been DYING to see it again. La La Land is a triumph. I love this movie so much. A spell-binding film that took my breath away once again. Emma Stone was sensational. Ryan Gosling was fantastic. Them together is magical. The ending ruined me again. It's arguably even better the second time around. I want to watch this movie on an endless loop. I'm going to purchase the soundtrack right now and listen to it daily until the Blu-Ray comes out. My original review,515,95
5.0,who needs singin in the rain when u could be singin thru the pain hahahahaha am i right,87,18
4.5,One day I’m gonna tell my grandkids that THIS was what life in 2016 was like.,77,16
5.0,"There’s a difference between good and bad fan-service. Like Into the Spider-Verse’s effective handling of the web slinger’s lore, what you find here is an astounding homage to musicals of a bygone era. Minor spoilers to follow. The cinematography and production design in this film is so engrossing to look at it takes you to somewhere else. It is literally larger than life. We get glimpses of this ‘larger-than-life” concept sprinkled throughout leading to a narratively satisfying finale that will…",501,80
5.0,"Welcome to Seb's. - Even though I’m not a big fan of musicals, La La Land really pleased me. It’s one of the few in the genre that I truly enjoyed watching. The musical scenes aren’t just thrown in — they are well placed and flow really well with the story, nothing feels forced. Ryan Gosling and Emma Stone have great chemistry together, and the jazz makes everything even better. Visually, the film is beautiful, with amazing cinematography. And the…",452,80
5.0,"Justin Hurwitz MVP. Not sure why I didn’t have this at 5 stars already. The songs and score run through my daily, no exaggeration. Degrees of Kevin Bacon: 1 1. Emma Stone (or Ryan Gosling ) and Kevin Bacon in Crazy, Stupid, Love.",229,43
4.0,pissy caca,10,2
5.0,“Here’s to the fools who dream”,31,6
5.0,this film made me feel things that i can't explain,50,10
4.0,"Two struggling artists, an actress and a jazz musician, meet by chance in Los Angeles, fall in love and try to fulfill their dreams. Will they succeed? And if they do, can their relationship survive the inevitable price that has to be paid? Technically flawless, visually dazzling and emotionally touching, ""La La Land"" is a wonderful revitalization of the moribund classic musical. Chazelle's vision is one of honoring the old tropes of the genre but at the same time updating…",478,80
5.0,being depressed and up this movie's ass are my only two personality traits,74,13
5.0,"hey twin, it's okay to like popular films like La La Land. they're popular for a reason, right? and I won't blame you for it. okay, that's all. take care, twin.",160,31
5.0,"Somebody said this movie is going to be studied in cinema history lessons in 20 years, and I couldn't agree more. This is perfectly done, visually stunning, and made me shed lots of tears. Emma Stone and Ryan Gosling deliver one of their best performances; the soundtrack gets stuck in your head, and I'm of the idea this should've won the Oscar for best movie.",361,65
5.0,Watched my favorite horror film for this Halloween. I’m not okay 😭💔,67,12
4.5,bunu da yalnız izledik evelallah,32,5
3.0,Watching pre-pandemic Ryan Gosling movies is like watching old home videos of your childhood dog that was tragically run over by a gray 1999 Toyota Camry. #GoneTooSoon,167,27
4.5,I just realized that the four seasons somehow symbolizes the relationship between Mia and Sebastian. I feel like a fool for not noticing it. La La Land is a lot better the second time around.,191,35
5.0,"Es como la séptima vez que la veo pero esta vez… fue en el auditorio nacional con miles de personas, con Justin Hurwitz y su orquesta tocando la música en vivo junto a Angie a mi lado. La La Land es el tipo de película que ya la llevo tatuada en el alma. No hay parte de ella que no conozca y ame y cada vez es entenderla de una manera diferente. Aún me acuerdo cuando me emocionaba viendo el trailer… pensar que casi 10 años después todo esto está pasando. P.D. También compre el póster y el vinilo firmado. Se lo mejor en mi colección",536,106
3.5,"Damien Chazelle's ode to the classical era of Hollywood's musicals in La La Land takes his viewers on a nostalgic trip for a good two hours - and while it runs, the pleasantness can be felt all the way through as if there were anything much more to ask. Where it needs to succeed, La La Land certainly manages to achieve its goal for Damien Chazelle's aspiration to bring his own viewers back to such an era for Hollywood comes…",428,80
3.5,"I liked it. It had a lot of energy, which I liked, and the cool blue lighting 🌃 made it gorgeous. I can never dislike watching Emma Stone doing anything. And red haired Emma Stone. Even better. 👩🏻‍🦰 She is effortlessly charming and likeable. Mia’s story was the one I was invested in. I probably would have liked this more if I didn’t find Goslings character insufferable. I get that he was supposed to be a bit pretentious but I…",430,80
4.5,"Every once in a while, a movie comes along that injects a new life into a dying genre and changes everything. Whenever the film industry ran out of ideas or continued churning the same formulaic stuff for far too long, there always emerged a fresh breed of filmmakers who took it upon themselves to bring the necessary change and, in the process, heralded a new era of motion pictures. 2016 will no doubt go down as the year in which…",434,80
4.5,"“and if, in some distant place in the future, we see each other in our new lives. i will smile at you with joy, and remember how we spent a summer beneath the trees, learning from each other and growing in love.” ₊˚⊹ — i’m crying so much right now :’) in my memories la la land wasn’t that good, but how wrong i was. every scene is soo iconic. ♥︎ (hard to believe that this movie is from 2016, i swear i thought it was from 2020s, i guess time just pass soo fast.)",464,95
4.5,stuck between an insane desire to find someone who would fall madly in love with me and learn the bench choreography OR just ending it all,138,26
5.0,“I’m always gonna love you.”,28,5
5.0,Sometimes I wish I could forget this movie and rewatch it and experience the magic all over again,97,18
4.0,I dance.,8,2
5.0,gaslighting myself into believing that the dream ballet is what actually happens in this film instead of that horrifying ending has become second nature for me,159,26
5.0,"La la land is one of my favorite movies of all time. It takes you on an emotional journey that I’ve never felt before. I don’t cry in movies often, but this film totally brought tears to my eyes. Not to mention, that soundtrack I could listen to all the time. The acting is outstanding. This is definitely my favorite romance movie It really is a masterpiece.",359,67
5.0,"Rewatched this (again) immediately after Moonlight. Still my favorite. I don't know how but some of these scenes just never ever ever lose any of their luster or impact with repeated viewings. I'm still exactly as charmed and in love with all of the musical/dance sequences (I mean, that opening, my god) and that epilogue. It's a great movie! You're a damn fool if you don't think movies are getting better all the time.",421,74
5.0,Is rewatching La La Land on Valentine’s Day alone for the millionth time really the best idea? Probably not but I did it anyway and still cried. I’m literally just torturing myself at this point bro,198,36
5.0,""" Here's to the ones who dream, foolish as they may seem. "" Musical fan or not, La La Land slaps (and breaks hearts). A movie about dreams, magic, Hollywood and jazz . I don't think I'll ever get over this one. marshallcore 🎟️",226,44
5.0,Finally got to show my mom this incredible masterpiece,54,9
5.0,my favourite horror film,24,4
4.0,"Para começar é impossivel não falar da fotografia linda, teatral e unica, com cenarios lindos e com o uso de cores para transmitir algo, eu acho que o comeco do filme não é tão bom quanto poderia mas no segunto ato melhora e para no terceiro ato ser algo bonito como a separação deles e a vidas diferentes que eles levaram e que eles nunca conseguriam ficar juntos para alcancar seus sonhos, e no fim mostra que conseguiram o seu…",430,80
5.0,"watch #100 watching my favourite movie for the 100th time at an open-air cinema with the love of my life was an unreal experience. it’s just such a beautiful film i’m never gonna get tired of it. wish i had some way of telling damien chazelle, ryan gosling, emma stone, justin hurwitz and everyone who worked on this film how much it means to me. anyway the only bad part about this experience was that i really had to pee the entire time so i spent the entire movie focusing on not peeing my pants 😭",500,96
5.0,"Starting off 2021 right with my favorite movie of all time 🥰 Note: so I just realized the bittersweet ending is partially my fault. The epilogue and the end could have been wonderful if Mia and Sebastian didn’t get frustrated with LA traffic and Mia didn’t flip the finger to Sebastian in the beginning. As a civil engineer who designs roads for a living and works with fixing traffic, this could have been avoided. It was my fault I wasn’t…",441,80
5.0,The real sequel to Crazy Stupid Love,36,7
5.0,من افضل الافلام سكور (موسيقى خاصة بالفلم) بالتاريخ، من افضل الافلام استخداما للالوان في التاريخ، من افضل الافلام سينماتوغرافي في التاريخ، من افضل الافلام الرومنسيه في التاريخ، من افضل الافلام الموسيقيه في التاريخ، من افضل الاداءات الثنائيه في التاريخ، من افضل الافلام الدراميه في التاريخ، من افضل النهايات في التاريخ، من افضل الافلام في التاريخ.,345,55
4.5,"Ok so I was watching this on the plane and I was crying so the flight attendant came over to check on me and she was like ""aww, sweetie, is this the first time you've watched this movie? I cried too!"" and I didn't have the dignity to tell her that no, Jenny....this is in fact my fifth time...",293,59
5.0,La La Land is that one movie where it cured and gave me depression at the same time. I will always love this forever deeply. You just can't hate this c'mon now. Who also doesn't love jazz? Clearly a masterpiece. All-Time Favorites,230,42
5.0,i la la love it you can la la fuck off,38,11
4.0,"The Uzhimari’s Alphabet Challenge Today with the ‘L’: La La Land still not a big fan of musicals or romances, but credit where’s due. ‘ La La Land ’ is one of the most loved films of the last decade, and i can get why. there’s a lot of talent and stuff involved here that’s worthy of being appreciated. i would highlight Chazelle’s craft, the charismatic Emma & Ryan’s duo, the beautiful cinematography and sound, and the emotional and thematic depth. a tale…",459,83
4.0,"justin hurwitz, you will always be famous ❤️",44,8
4.5,Bro why does Ryan always have to be left alone 😭😭😭 he loved her! Rated 4 stars and a half because she lied about the fact that she will love him forever 😒,154,33
4.0,yeah its good,13,3
5.0,"All that jazz, just to leave us in silence.",43,9
5.0,"🇺🇸 In English: Damien Chazelle turns the classic Hollywood musical into an ode to nostalgia and the sacrifices of ambition, painting every frame with a melancholy wrapped in unforgettable melodies. The film glides effortlessly between euphoria and heartbreak, making each musical number pulse with raw emotion. The romance between Mia and Sebastian is built with tenderness, balancing personal aspirations and love in a cruel game of fate. Emma Stone and Ryan Gosling’s chemistry doesn’t just carry the story—it amplifies the…",526,80
5.0,Mandatory plane rewatch of peak.,32,5
5.0,ryan gosling is my #1 most listened to artist on spotify,56,11
4.0,"""He loved Alfred Hitchcock and the French New Wave, and was dabbling in the American avant-garde. He had watched musicals growing up but found it revelatory to see Astaire and Rogers cheek to cheek in “Top Hat” while watching Jean-Luc Godard and Maya Deren. “Suddenly, I started thinking of them as experimental movies in mainstream garb,” Mr. Chazelle said recently when we met in Los Angeles. “That was the initial thing where I woke up and went, ‘Oh my God,…",461,80
4.5,"I’ve been watching La La Land for the movie itself this whole time but now I finally see the light. It’s all about Ryan Gosling. I love Emma, truly, but my new priority is my glorious king Ryan.",194,38
5.0,"""And here's to the fools who dream / Crazy as they may seem. / Here's to the hearts that break. / Here's to the mess we make."" - Mia Dolan (Emma Stone) Happy eighth anniversary to one of the greatest films ever made, La La Land !! Words can't even describe how much I love this film. Watching this film makes me feel uplifted and teary-eyed at the same time. The pure beauty of this film will never fail to mesmerize…",417,81
5.0,"2016 Ranked Top 100 Films Seen in Theaters Postmodernism is a film theory that suggests that there is nothing original anymore. If it could be made, it has been made and we are doomed to simply remake a once original idea in perpetuity. Postmodernism also includes ideas regarding nostalgia and hyperreality, positing that cities such as Los Angeles may physically be real, but are in fact, dream worlds that are not actually there. In Damien Chazelle's latest work and, dare…",476,80
5.0,no matter how many times i watch this (i’ve lost count) it will never lose that spark that populates every single one of its images. and yes the ending still makes me feel like i’m fighting off every demon released from the pits of hell.,237,45
5.0,i love this movie more than i love my boyfriend,47,10
5.0,Let's start 2025 off with a bang!! I got to rewatch this in theaters today and it was absolutely incredible! Ryan Gosling & Emma Stone are absolutely incredible in every way!!! Damian Chazelle did a beautiful job making this! The cinematography is stunning! Justin Herwitz's score is amazing! This is one of the best movies of the 2010s!!! Damian Chazelle Ranked 2010s Ranked The Greatest Actors of All Time Ranked,414,70
5.0,HEY THIS IS STILL THE BEST MOVIE EVER MADE OKAY BYE,51,11
5.0,"“And I guess we're just gonna have to wait and see.” “I'm always gonna love you.“ “I'm always gonna love you, too.“ The ending got me so good. I was crying like a baby. Oh, how I wish I had appreciated this film the first time I tried to watch it. I didn’t go in blind because I watched up until maybe the halfway mark earlier last year, and then I just never finished. I feel like I've always loved…",400,80
5.0,not to be dramatic but every time this movie ends i want to die,63,14
5.0,they hurt worse than my real parents divorce,44,8
5.0,"I know this movie gets hate but I honestly love it. It’s probably my favourite musical of all time. The production design, the cinematography, and Damien Chazelle behind the camera put this movie on another level. Emma Stone and Ryan Gosling are fantastic together and have amazing chemistry. I’ve seen this movie at least 5 times now and I haven’t gotten bored.",362,62
5.0,منحت لا لا لاند ثلاث نجمات بارده بمشاهدتي له قبل عام لكن شيئًا ما ظل يراودني؟ ربما لحن City of Stars او فستان ميا الاصفر! عدتُ اليه لاكتشف انني كنتُ انظر الى السطح فقط ولم اجرؤ على الغوص وما زال اوفرريتد بنظري لكنه الان اوفرريتد للسبب الصحيح الانبهار الاول كان مجرد سطحيه اما العوده الثانيه فكانت اشبه بالصحوه وتساءلت هل كانت القصه في الكلمات ام في الالوان؟ ادركتُ ان ملابسهما كانت هي السيناريو الحقيقي، حوار بصري ابدي بين الازرق (الواقع)…,439,80
,I couldn't use the fastpass lane from LAX to the 110 because they were shooting the opening scene for this movie. ZERO STARS.,125,23
4.0,"Damien Chazelle really put his whole heart into this film, he directs the opening scene rather differently from the rest of the movie. It’s fast paced and it starts the film with a really joyous mood that the audience soon learns isn’t exactly true for the rest of the film as it’s filled with high moments and incredibly low moments, that opening scene is a tiny bit of a put off as it’s good, but it doesn’t fit with the…",423,80
5.0,Lindo. Hermoso. Beautiful. Masterpiece.,39,4
5.0,mozart has been particularly quiet since Sebastian composed 'Mia and Sebastians theme',86,12
